Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
7eee577a-61f3-06c3-a35d-315e0fb43b9a,2022-01-14,,999-15-6042,,,,Lynsey2,,Ortiz186,,,,white,hispanic,F,Boston  Massachusetts  US,1043 Sawayn Vale Unit 49,Northbridge,Massachusetts,Worcester County,,00000,42.13724550622801,-71.6103495996168,6766.49,5860.69,170167
b534e79e-957a-baab-93e9-51efa2cac85b,2009-08-04,,999-77-4214,S99926410,,,Venita81,Vikki110,Bogan287,,,,white,nonhispanic,F,Beverly  Massachusetts  US,1027 Fahey Dale,Provincetown,Massachusetts,Barnstable County,25001,02657,42.0516600165307,-70.14973717929556,3110.19,62782.01,21268
071b18be-84a3-86cf-5ff7-98799d44e507,2020-05-28,,999-95-2906,,,,Cory323,Tad831,Cummings51,,,,white,nonhispanic,M,Saugus  Massachusetts  US,836 Corwin Parade,Cambridge,Massachusetts,Middlesex County,25017,02142,42.33307294491418,-71.15986525560193,14571.95,0.00,53058
f1724299-f215-b78f-d863-217ed16a1193,2015-01-21,,999-24-8137,,,,Marshall526,,Schoen8,,,,white,nonhispanic,M,Rockland  Massachusetts  US,193 Reinger Neck Apt 35,Boston,Massachusetts,Suffolk County,25025,02118,42.39568840292414,-71.03025071883155,29462.60,2481.10,193514
4dea7bd2-a4aa-7454-7056-4b70778fbcab,2025-08-09,,999-56-9881,,,,Lourdes258,Roselia779,Schiller186,,,,white,nonhispanic,F,Somerville  Massachusetts  US,946 Gislason Vista,Halifax,Massachusetts,Plymouth County,,00000,42.01149560353563,-70.83849570631865,3998.87,0.00,51090
e156fee7-8873-ecd0-daa3-9ce741d30865,1992-02-10,,999-83-7786,S99935727,X08941488X,Ms.,Loria303,,Walter473,,,S,white,nonhispanic,F,Waltham  Massachusetts  US,167 Will Frontage road Unit 83,Springfield,Massachusetts,Hampden County,25013,01105,42.16147885419916,-72.5305779285706,11706.74,291852.88,4582
f31cd654-ee80-8437-32d8-63afd7c3123a,1983-10-18,,999-68-2391,S99997215,X72264483X,Mrs.,Genevieve884,,Pfeffer420,,Moen819,M,white,nonhispanic,F,Wellesley  Massachusetts  US,410 Kilback Brook,Somerville,Massachusetts,Middlesex County,25017,02144,42.42366518767863,-71.08089652006126,180000.31,538083.88,981530
381d4a6a-695b-2f73-a97c-5a14b9f19608,1967-07-01,2025-09-02,999-33-8128,S99982067,X83620503X,Mr.,Huey641,Andreas188,Bashirian201,,,S,white,nonhispanic,M,Cohasset  Massachusetts  US,722 Greenholt Overpass,Plympton,Massachusetts,Plymouth County,,00000,41.91658250453557,-70.82228868303403,118014.87,94984.90,82756
73bb292c-a21b-3a77-87f9-7029a37fadd9,1955-05-20,,999-79-1193,S99974895,X65300822X,Mrs.,Glennis930,Rosann381,Barton704,,Sanford861,M,hawaiian,nonhispanic,F,Tyngsborough  Massachusetts  US,1001 Moore Road Suite 61,Abington,Massachusetts,Plymouth County,25023,02351,42.15316113997254,-70.9484378195123,856338.00,629643.30,65031
f4330273-be0c-2edf-2b4e-78bd87b98ee9,2020-04-03,,999-94-8636,,,,Zachary28,Beau391,Blanda868,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,736 Watsica Quay,Leominster,Massachusetts,Worcester County,25027,01420,42.566050874117366,-71.72937579686602,14872.97,124.97,99169
96edc2f8-2157-4d51-c848-dbd1ba488d0f,1966-11-25,,999-61-5253,S99932377,X27353274X,Mr.,Normand813,,Haag279,,,M,white,nonhispanic,M,Somerset  Massachusetts  US,1079 Bailey Flat,Dover,Massachusetts,Norfolk County,25021,02030,42.23772921214311,-71.33236619743533,282570.87,558723.46,186172
b5266989-91c2-f33b-d80d-738ed6279dda,1951-11-19,,999-35-8187,S99985917,X85313476X,Mr.,Hoyt490,Numbers230,Kerluke267,,,S,white,nonhispanic,M,Brockton  Massachusetts  US,754 Wilderman Hollow Unit 6,Dedham,Massachusetts,Norfolk County,25021,02026,42.27730708847041,-71.15093703425421,271733.71,174540.64,50054
b7d53574-b088-46d0-2ce7-2384ca8fef17,1949-06-21,,999-86-6150,S99938006,X18743918X,Mrs.,Laurence43,Viki353,Barrows492,,Bosco882,M,white,nonhispanic,F,Faro  Algarve  PT,312 Fay Ramp,Cambridge,Massachusetts,Middlesex County,25017,02141,42.36892900554098,-71.09935561495072,294349.91,167844.51,97831
9917a11f-bcff-9947-37e9-85f56a392820,2001-10-27,,999-60-8568,S99998304,X71622349X,Mr.,Paul232,Santo387,Konopelski743,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,429 Aufderhar Parade Apt 9,Sterling,Massachusetts,Worcester County,,00000,42.4571740474485,-71.733891681176,53223.97,8048.16,26500
f229381e-d40a-fff8-55fe-013a6691c54e,1967-07-01,,999-34-6104,S99995937,X61601291X,Mr.,Harris789,Leroy603,Jacobs452,,,S,white,nonhispanic,M,Everett  Massachusetts  US,814 O'Reilly Mill Unit 73,Plympton,Massachusetts,Plymouth County,,00000,41.97663361430983,-70.79564936530281,133674.11,3464.45,82756
6e1c3018-f51e-00de-fe94-60ae8dc7edfa,1995-12-21,,999-38-2579,S99948877,X21765544X,Mrs.,Denita497,Tonia627,Olson653,,Rodriguez71,M,white,nonhispanic,F,Holyoke  Massachusetts  US,425 Yost Route,Mansfield,Massachusetts,Bristol County,,00000,42.000274158956664,-71.24344668280523,96932.47,457413.48,291205
e63f9885-1efc-a43e-c87a-7e4bb9262d0a,1989-06-18,,999-42-9334,S99972473,X74055225X,Ms.,Antionette825,Liberty95,Runolfsson901,,,S,white,nonhispanic,F,Attleboro  Massachusetts  US,137 Durgan Walk Suite 34,West Yarmouth,Massachusetts,Barnstable County,25001,02673,41.685993603648846,-70.28804329215761,246826.65,381604.44,76394
9ae2ef41-6004-7e78-7001-1fe4da06ec90,2007-04-08,2026-06-18,999-40-4503,S99983538,,Ms.,Kiyoko456,Thu65,Barrows492,,,,white,nonhispanic,F,Middleborough  Massachusetts  US,699 Wehner Heights Suite 86,Norton,Massachusetts,Bristol County,,00000,41.995765618543885,-71.15911953181369,110717.12,0.00,70638
ffd115dd-e3a8-1981-7db7-306b33deefa7,1959-04-16,,999-48-6507,S99927322,X60229560X,Mrs.,Rheba182,,Keebler762,,Gusikowski974,D,white,nonhispanic,F,Acton  Massachusetts  US,825 Nolan Underpass,Worcester,Massachusetts,Worcester County,25027,01608,42.17921607060755,-71.77936380484472,18474.70,974308.91,4412
27145cfb-150a-27e9-dd68-f51b8c7f4329,2025-09-23,,999-79-4003,,,,Alec433,Von197,Stamm704,,,,white,nonhispanic,M,Charlton  Massachusetts  US,816 Goodwin Union,Dedham,Massachusetts,Norfolk County,25021,02090,42.181094294178855,-71.2374743634208,4926.41,0.00,98733
cbf605c1-bca0-7ef3-1cb9-b9fb2fb0891c,1954-09-26,,999-74-2877,S99919558,X49288248X,Mrs.,Thea616,Gerald181,Ferry570,JD,Wyman904,D,white,nonhispanic,F,Boston  Massachusetts  US,1077 Collier Path Suite 81,Boston,Massachusetts,Suffolk County,25025,02129,42.25828845650231,-71.12985163688775,250306.63,883412.96,147555
ad87310a-09ca-2167-d12d-17f3e7c4f437,2007-04-08,,999-92-4731,S99941335,,Ms.,Vernell410,Gerda633,Christiansen251,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,305 Jakubowski Forge,Norton,Massachusetts,Bristol County,,00000,41.94146900984005,-71.1748358768776,229877.75,15586.78,70638
70c962a3-430d-08a6-6211-8e8f6357f88e,2007-01-02,,999-88-9110,S99984570,,Ms.,Ladonna785,Shila857,Hansen121,,,,white,hispanic,F,New Bedford  Massachusetts  US,424 Considine Spur Apt 2,Cambridge,Massachusetts,Middlesex County,25017,02138,42.38664501375197,-71.1528718480114,82170.27,94610.15,146761
abf6144c-7ddb-2559-c3ca-20d07a1b2989,1977-07-09,,999-38-4515,S99942576,X52521672X,Mrs.,Debby656,,McKenzie376,,Bauch723,M,white,nonhispanic,F,New Bedford  Massachusetts  US,630 Stokes Promenade,Agawam,Massachusetts,Hampden County,25013,01030,42.06671317569561,-72.60776373305474,506217.48,95602.97,37682
ef69894f-9cd6-8b9e-1b3c-0f0a71bee58f,1984-08-14,2024-10-12,999-82-9253,S99980415,X89042695X,Mr.,Rupert654,Theo630,McLaughlin530,,,M,white,nonhispanic,M,Yarmouth Port  Massachusetts  US,262 Mraz Branch Suite 13,Avon,Massachusetts,Norfolk County,,00000,42.1725675923511,-71.0276911814909,174083.26,0.00,76288
30b307fa-1137-e5e3-6a4c-ad799ee01cc1,2009-09-26,,999-85-4101,S99932014,,,Jeneva675,Ardelia466,Schimmel440,,,,white,nonhispanic,F,Princeton  Massachusetts  US,607 Wisoky Trail Suite 28,Lowell,Massachusetts,Middlesex County,25017,01854,42.66711928195387,-71.30737427350988,77211.97,11728.78,121818
8acba407-e36b-b38f-1bc3-57bd83578001,1947-01-29,,999-59-8305,S99946143,X98972926X,Mrs.,Lenita591,,Collins926,,Medhurst46,M,white,nonhispanic,F,Westfield  Massachusetts  US,471 Greenholt Crossroad Suite 53,Barnstable,Massachusetts,Barnstable County,25001,02675,41.65406352225548,-70.30076891160257,208855.51,221840.78,159794
23120852-379a-1ee5-c319-776aae980156,1996-06-16,,999-78-7358,S99988164,X28495436X,Mrs.,Tosha401,Marya246,Jenkins714,,Block661,M,white,nonhispanic,F,Revere  Massachusetts  US,665 Brakus Avenue,Lynn,Massachusetts,Essex County,25009,01904,42.462237966121215,-70.93965396292538,7934.54,507664.07,19187
ca721852-6feb-2f5a-0148-a2b027aacbe5,2003-10-18,,999-46-6043,S99996674,X80611848X,Ms.,Ginette140,Minnie888,Kuhn96,,,,white,nonhispanic,F,Springfield  Massachusetts  US,577 Conn Course Apt 70,Dunstable,Massachusetts,Middlesex County,,00000,42.638170074045206,-71.45946837538841,67266.67,50879.25,35514
e811505c-0af3-a64d-8468-25eaa2b78ef8,1984-08-14,,999-75-3529,S99964609,X20426678X,Mr.,Noel608,,Denesik803,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,109 Moore Viaduct,Avon,Massachusetts,Norfolk County,,00000,42.15849053028165,-71.0378095138116,109858.19,0.00,76288
090cee97-17cb-f198-dba5-e68bd66ea36d,2009-10-16,,999-28-6308,S99972046,,,Tana168,Ligia986,Brakus656,,,,black,nonhispanic,F,Shrewsbury  Massachusetts  US,871 Fisher Gate Unit 76,Amesbury,Massachusetts,Essex County,25009,01913,42.88191699658403,-70.90988740127894,51195.60,6266.57,118712
43b96852-42d0-22ee-8dd2-e843ffa175d6,2003-10-24,,999-28-7559,S99977774,X67964887X,Mr.,Bernardo699,Gilberto712,Romero158,,,,white,hispanic,M,Kingston  Kingston  JM,332 Macejkovic Stravenue Unit 86,Haverhill,Massachusetts,Essex County,25009,01835,42.81063258204787,-71.16359920109848,56040.46,16960.03,79891
325671f4-c204-232f-a0e0-8c3c6fbcc926,1964-02-14,,999-61-5917,S99939141,X57041110X,Mrs.,Delsie188,Eleanor470,Murazik203,,Becker968,M,asian,nonhispanic,F,Daegu  Daegu  KR,1007 Lebsack Wall Unit 11,Chelmsford,Massachusetts,Middlesex County,,00000,42.593839012507985,-71.34450952327934,938185.96,439743.12,102442
14c285c2-3bd4-e154-59ff-a61a37e1fbf2,2002-03-02,,999-41-9002,S99993329,X85941057X,Ms.,Alexandria361,Pearlie554,McKenzie376,,,,white,nonhispanic,F,Franklin  Massachusetts  US,879 Smith Wynd Apt 35,Attleboro,Massachusetts,Bristol County,25005,02703,41.92969774142298,-71.33535394913969,62599.93,131735.04,70952
6c5cfa88-e595-da81-0f02-d6f23dd36137,2010-12-07,,999-12-5414,,,,Marg761,Launa267,Auer97,,,,white,nonhispanic,F,Boston  Massachusetts  US,230 Muller Well Suite 74,Framingham,Massachusetts,Middlesex County,25017,01701,42.297947160793925,-71.42780876755695,4956.52,50476.55,13871
16a3f744-a804-8d36-7e26-198d81bb8781,1965-12-26,,999-62-6912,S99941064,X36348771X,Mrs.,Daria61,,Walsh511,,Jacobs452,D,white,nonhispanic,F,Hatfield  Massachusetts  US,425 Grady Trace Unit 63,Mansfield,Massachusetts,Bristol County,,00000,42.01956512942793,-71.2282132596607,398559.30,889904.09,150734
8090e7a5-2560-6c4e-0f10-ab9b544bbfad,1996-11-04,,999-31-2405,S99926153,X91851919X,Mr.,Rick943,Sterling124,Hauck852,,,M,white,nonhispanic,M,Fiskdale  Massachusetts  US,609 Glover Branch,Framingham,Massachusetts,Middlesex County,25017,01702,42.27501069670933,-71.48096482651326,82903.66,4068.05,68188
079614f4-526c-c3eb-a0ef-3ad3d1191236,2005-09-19,2010-11-24,999-40-7550,,,,Lionel365,Zachary28,Lockman863,,,,white,nonhispanic,M,Worcester  Massachusetts  US,171 O'Connell Bypass Apt 76,Amherst Center,Massachusetts,Hampshire County,,00000,42.38353785649535,-72.52145196817123,23996.13,14870.70,250398
945e898e-94a3-6c37-9985-6d0c155b5735,2012-02-18,,999-76-7318,,,,Chance908,Chi716,Dicki44,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,159 West Corner,Worcester,Massachusetts,Worcester County,25027,01602,42.260780089268565,-71.81107930683324,55081.14,223025.07,85663
4942a004-733a-03a8-202a-6b9a1cb1c5cc,1950-05-05,2019-07-17,999-87-2934,S99966052,X36584810X,Mrs.,Darci883,,Cruickshank494,,Howell947,M,white,hispanic,F,Somerville  Massachusetts  US,492 Pfannerstill Forge,Somerville,Massachusetts,Middlesex County,25017,02140,42.42873503730006,-71.09211970642028,64913.46,1946173.69,9614
9449e413-f51f-bbec-cb13-02c9ee105ba8,2019-03-01,,999-10-1190,,,,Ross213,Fritz267,Labadie908,,,,white,nonhispanic,M,Southwick  Massachusetts  US,292 Watsica Fork,Northampton,Massachusetts,Hampshire County,25015,01060,42.33545170203397,-72.6254654280415,1249.74,19262.26,22486
2490301d-8170-5efc-be68-09f2ab2d448f,1946-08-11,,999-52-2876,S99995513,X62268155X,Ms.,Wan724,Brittney657,Hane680,,,S,white,nonhispanic,F,Easton  Massachusetts  US,175 Streich Brook,Dennis Port,Massachusetts,Barnstable County,25001,02639,41.6820610820183,-70.10810326230478,381683.21,1461249.63,143062
eb75e840-447f-3015-1944-ae29681b68b0,2005-09-19,,999-92-5952,S99947828,X62585636X,Mr.,Gaston250,Loyd638,Shanahan202,,,,white,nonhispanic,M,Topsfield  Massachusetts  US,555 Tremblay Mission Apt 14,Amherst Center,Massachusetts,Hampshire County,,00000,42.373361697279385,-72.47713664659504,36038.81,49314.28,250398
22435f9e-da46-d46c-d8f4-9bd8e70cdf4f,2007-05-08,,999-84-5293,S99988573,,Ms.,Iona921,Marybelle759,Mitchell808,,,,white,nonhispanic,F,Woburn  Massachusetts  US,269 Dickens Rapid Suite 53,Lowell,Massachusetts,Middlesex County,25017,01850,42.685792881264895,-71.2761252299371,3903.95,109589.82,18647
3252ac1c-1ea7-b9c5-3bd6-12b3f1c442c8,1958-12-12,,999-74-5948,S99916053,X87744350X,Mr.,Claudio955,Patricio639,García15,,,D,white,hispanic,M,Bayamon  Puerto Rico  PR,252 Weber Highlands Suite 29,Boston,Massachusetts,Suffolk County,25025,02125,42.3498927951935,-71.076359213324,272245.92,789063.89,90694
056a9b60-043b-59f4-e416-e1bd18751a52,2013-12-22,,999-11-1977,,,,Johnathon489,Louis204,Bechtelar572,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,692 Schultz Approach,Southbridge,Massachusetts,Worcester County,25027,01550,42.10787155292464,-71.99786308949575,2050.00,24154.81,24353
612ffcac-54e2-1dfb-64b5-30516126fbfa,2011-04-02,,999-69-1457,,,,Alane21,Alexandria361,Davis923,,,,white,nonhispanic,F,Norwood  Massachusetts  US,135 Torp Landing Apt 38,Dalton,Massachusetts,Berkshire County,,00000,42.47406264608055,-73.13469054876208,35782.43,5935.85,56278
8bcc2b3c-df47-a461-cd69-e483ab4d13f4,1999-03-17,,999-21-3815,S99930306,X32166979X,Ms.,Doria135,Mozell819,Roberts511,,,,asian,nonhispanic,F,Bedford  Massachusetts  US,117 Larson Knoll,Boston,Massachusetts,Suffolk County,25025,02124,42.39479424405788,-71.04241975077476,66207.07,170674.55,101233
fb6e8b94-ed97-0f0a-7e09-36a42d5ca8c6,1924-01-18,,999-61-6188,S99950079,X72638840X,Mrs.,Stefania815,,Walsh511,,Keebler762,D,white,nonhispanic,F,Hardwick  Massachusetts  US,488 Labadie Parade Apt 57,Acton,Massachusetts,Middlesex County,,00000,42.453886217438296,-71.4037364187404,229229.14,556733.01,156685
ca2d6b93-9a48-a9f4-d6f5-ba08ebef0f7a,1964-03-16,,999-50-3310,S99968291,X37786643X,Mrs.,Shanna635,,Leffler128,,Quigley282,M,white,nonhispanic,F,Agawam  Massachusetts  US,165 Goodwin Extension,Acushnet,Massachusetts,Bristol County,,00000,41.74294425497281,-70.88808321770436,186148.62,719021.13,472641
64cc597f-de2d-b26f-a303-8b8beda99395,1951-01-21,2022-08-06,999-84-6351,S99920801,X15629200X,Mr.,Joaquín233,Francisco472,Sosa986,,,D,other,hispanic,M,San Juan  Puerto Rico  PR,300 Block Divide,Haverhill,Massachusetts,Essex County,25009,01835,42.783290836922085,-71.04819368309394,102487.67,290977.58,25653
3005c65e-48c7-0228-7a72-b8a980eff8d9,2022-05-16,,999-20-9709,,,,Cleopatra935,Lena684,Pfeffer420,,,,white,nonhispanic,F,Newton  Massachusetts  US,319 Larson Quay Unit 24,Haverhill,Massachusetts,Essex County,25009,01832,42.74860603279594,-71.08940684547541,6748.60,6997.19,71961
0f981266-e8de-ee6a-55e5-5bcc55ccd984,1978-06-17,,999-60-6999,S99988305,X07907441X,Mrs.,Susannah249,,Gutkowski940,,Erdman779,M,white,nonhispanic,F,Amesbury  Massachusetts  US,109 Schinner Tunnel,Falmouth,Massachusetts,Barnstable County,25001,02540,41.548222736523755,-70.56619937312414,210113.44,508752.66,153983
19be3469-c08f-ee80-dc60-8a129b3b9df0,1950-05-05,,999-36-1716,S99943140,X64699685X,Mrs.,Gregory545,Tomeka87,Kris249,,Lang846,D,white,hispanic,F,Falmouth  Massachusetts  US,601 Abernathy Wynd Suite 13,Somerville,Massachusetts,Middlesex County,25017,02155,42.41364391812048,-71.16807657933104,17299.66,924730.89,9614
92f6690c-a399-5e05-fd43-ac685f0749ff,1977-09-21,,999-61-8954,S99969083,X32487150X,Mrs.,Ai120,,Wintheiser220,,King743,M,hawaiian,nonhispanic,F,Stoughton  Massachusetts  US,576 Rice Bay Suite 68,Attleboro,Massachusetts,Bristol County,44007,02861,41.924154031813124,-71.26261282137642,187262.29,1009974.27,182178
5abc2fab-6fea-63b8-a47c-cbb766949777,1999-11-17,,999-32-4993,S99913231,X31508930X,Mr.,Cristobal567,Lonny638,Bergnaum523,,,,white,nonhispanic,M,Chelmsford  Massachusetts  US,661 Wuckert Frontage road,Framingham,Massachusetts,Middlesex County,25017,01701,42.288842082288035,-71.47605385928941,52735.44,24398.47,105462
6f353dad-c5cc-3cdd-87af-fe7eca4dc35b,1946-08-08,2015-05-12,999-20-4852,S99983462,X79225976X,Ms.,Laurine214,Catherina275,Sawayn19,,,S,white,nonhispanic,F,Somerville  Massachusetts  US,1035 Johnson Path,Bolton,Massachusetts,Worcester County,,00000,42.452079620558614,-71.61429070220271,190821.66,997839.72,24699
6c0a4142-4bc6-b566-3a43-75220dd60cdd,2000-05-15,,999-89-6724,S99958524,X69038731X,Mr.,Dana512,Keven605,Lebsack687,,,,white,hispanic,M,Seekonk  Massachusetts  US,546 Murphy Manor,Boston,Massachusetts,Suffolk County,25025,02122,42.31526524011416,-71.12323554472748,47642.01,17283.36,118702
6b3e2962-5d6f-9834-dca9-124c141da82e,1961-03-28,,999-70-2198,S99988106,X41975565X,Mr.,Roscoe437,,Gerhold939,,,S,white,nonhispanic,M,Boston  Massachusetts  US,933 Kerluke Boulevard,Middleborough,Massachusetts,Plymouth County,,00000,41.873995940844395,-70.89614126624473,167001.74,627952.56,165232
